SampleID,name,Type,Group
P2181,Pseudomonas_cannabina_pv_alisalensis_strain_MAFF_301419,aerobe,group2
P2182,Pseudomonas_cichorii_JBC1_strain_JBC1,aerobe,group1
P2183,Pseudomonas_citronellolis_strain_P3B5,aerobe,group1
P2184,Pseudomonas_congelans_strain_508,aerobe,group1
P2185,Pseudomonas_coronafaciens_pv_coronafaciens_strain_B19001,aerobe,group1
P2186,Pseudomonas_cremoricolorata_strain_ND07,aerobe,group1
P2187,Pseudomonas_denitrificans__nom_rej__strain_BG1,aerobe,group2
P2188,Pseudomonas_entomophila_L48_strain_L48,aerobe,group1
P2189,Pseudomonas_extremorientalis_strain_LMG_19695,aerobe,group1
P2190,Pseudomonas_fulva_12X_strain_12X,aerobe,group1
P2191,Pseudomonas_furukawaii_strain_KF707,aerobe,group2
P2192,Pseudomonas_fuscovaginae_strain_LMG_2158,aerobe,group1
P2193,Pseudomonas_graminis_strain_PgKB30,aerobe,group1
P2195,Pseudomonas_knackmussii_B13_strain_B13,aerobe,group1
P2196,Pseudomonas_koreensis_strain_CRS05R5,aerobe,group1
P2197,Pseudomonas_lactis_strain_SS101,aerobe,group1
P2198,Pseudomonas_libanensis_strain_DMSP1,aerobe,group1
P2199,Pseudomonas_lini_strain_DSM_16768,aerobe,group1
P2200,Pseudomonas_litoralis_strain_2SM5,aerobe,group1
P2201,Pseudomonas_mandelii_JR1_strain_JR1,aerobe,group1
P2202,Pseudomonas_marincola_strain_YSy11,aerobe,group1
P2203,Pseudomonas_mendocina_NK01_strain_NK01,aerobe,group1
P2204,Pseudomonas_migulae_strain_R19,aerobe,group1
P2205,Pseudomonas_monteilii_SB3078_strain_SB3078,aerobe,group1
P2206,Pseudomonas_multiresinivorans_strain_populi,aerobe,group1
P2207,Pseudomonas_nitroreducens_strain_HBP1,aerobe,group1
P2208,Pseudomonas_palleroniana_strain_MAB3,aerobe,group1
P2209,Pseudomonas_pelagia_strain_Kongs67,aerobe,group2
P2210,Pseudomonas_plecoglossicida_strain_NyZ12,aerobe,group1
P2211,Pseudomonas_poae_RE1114_strain_RE1114,aerobe,group1
P2212,Pseudomonas_pohangensis_strain_DSM_17875,aerobe,group1
P2213,Pseudomonas_psychrophila_strain_KM02,aerobe,group1
P2214,Pseudomonas_psychrotolerans_strain_CS51,aerobe,group2
P2215,Pseudomonas_reinekei_strain_DSM_18361,aerobe,group1
P2216,Pseudomonas_sabulinigri_strain_JCM_14963,aerobe,group1
P2217,Pseudomonas_simiae_strain_KHfL9,aerobe,group1
P2218,Pseudomonas_synxantha_BG33R_strain_BG33R,aerobe,group2
P2219,Pseudomonas_taetrolens_strain_NCTC10697,aerobe,group1
P2220,Pseudomonas_taiwanensis_strain_WRS8,aerobe,group1
P2221,Pseudomonas_thivervalensis_strain_DSM_13194,aerobe,group1
P2222,Pseudomonas_trivialis_strain_IHBB745,aerobe,group2
P2223,Pseudomonas_umsongensis_strain_CY1,aerobe,group1
P2224,Pseudomonas_vancouverensis_strain_LMG_20222,aerobe,group1
P2225,Pseudomonas_veronii_,aerobe,group2
P2226,Pseudomonas_xanthomarina_strain_LMG_23572,aerobe,group1
P2227,Pseudomonas_xinjiangensis_strain_NRRL_B51270,aerobe,group1
P2228,Pseudomonas_yamanorum_strain_GZD14026,aerobe,group2
P2229,Pseudonocardia_dioxanivorans_CB1190_strain_CB1190,aerobe,group1
P2234,Pseudoxanthomonas_spadix_BDa59_strain_BDa59,aerobe,group1
P2235,Pseudoxanthomonas_suwonensis_111_strain_1Nov,aerobe,group1
P2236,Psychrobacter_arenosus_,aerobe,group1
P2237,Psychrobacter_cryohalolentis_K5_strain_K5,aerobe,group1
P2238,Psychrobacter_sp_PRwf1_strain_PRwf1,aerobe,group2
P2239,Psychrobacter_urativorans_strain_R31010B,aerobe,group1
P2242,Ralstonia_insidiosa_strain_FC1138,aerobe,group1
P2243,Ralstonia_pickettii_12D_strain_12D,aerobe,group2
P2244,Ralstonia_solanacearum_CMR15_strain_CMR15,aerobe,group2
P2245,Ramlibacter_tataouinensis_TTB310_strain_TTB310,aerobe,group2
P2246,Raoultella_terrigena_strain_JH01,aerobe,group1
P2248,Rhizobium_daejeonense_strain_KACC_13094,aerobe,group1
P2249,Rhizobium_etli_CFN_42_strain_CFN_42,aerobe,group1
P2250,Rhizobium_favelukesii_strain_LPU83,aerobe,group1
P2251,Rhizobium_grahamii_strain_BG7,aerobe,group1
P2255,Rhodococcus_fascians_A21d2_strain_A21d2,aerobe,group1
P2256,Rhodococcus_hoagii_103S_strain_103S,aerobe,group1
P2257,Rhodococcus_imtechensis_strain_XM24D,aerobe,group1
P2258,Rhodococcus_qingshengii_strain_7B,aerobe,group1
P2259,Rhodococcus_rhodochrous_strain_ATCC_BAA870,aerobe,group1
P2260,Rhodococcus_ruber_strain_C1,aerobe,group1
P2261,Rhodococcus_triatomae_strain_DSM_44892,aerobe,group2
P2263,Rhodoferax_saidenbachensis_strain_DSM_22694,aerobe,group1
P2264,Rhodopirellula_baltica_SH_1_strain_1,aerobe,group1
P2269,Rhodothermus_marinus_DSM_4252_strain_DSM_4252,aerobe,group1
P2272,Rickettsia_africae_esf_5,aerobe,group1
P2275,Robiginitalea_biformata_HTCC2501_strain_HTCC2501,aerobe,group1
P2282,Roseobacter_ponti_strain_DSM_106830,aerobe,group2
P2283,Roseomonas_mucosa_strain_FDAARGOS_658,aerobe,group1
P2284,Roseovarius_mucosus_strain_SMR3,aerobe,group2
P2285,Rothia_aeria_strain_NCTC10207,aerobe,group2
P2286,Rothia_amarae_strain_KJZ9,aerobe,group1
P2287,Rothia_dentocariosa_ATCC_17931_strain_ATCC_17931,aerobe,group1
P2288,Rothia_mucilaginosa_DY18_strain_DY18,aerobe,group1
P2289,Rothia_nasimurium_strain_E1706032,aerobe,group1
P2293,Rubrobacter_xylanophilus_DSM_9941_strain_DSM_9941,aerobe,group1
P2294,Ruegeria_pomeroyi_DSS3_strain_DSS3,aerobe,group1
P2301,Runella_slithyformis_DSM_19594_strain_DSM_19594,aerobe,group1
P2302,Saccharomonospora_marina_XMU15_strain_XMU15,aerobe,group2
P2303,Saccharomonospora_viridis_DSM_43017_strain_DSM_43017,aerobe,group2
P2304,Saccharophagus_degradans_240_strain_240,aerobe,group1
P2305,Saccharopolyspora_erythraea_NRRL_2338_strain_NRRL_2338,aerobe,group1
P2306,Salinibacter_ruber_DSM_13855_strain_DSM_13855__M31,aerobe,group1
P2307,Salinimonas_lutimaris_strain_DPSR4,aerobe,group1
P2308,Salinispora_arenicola_CNS205_strain_CNS205,aerobe,group2
P2311,Salmonella_enterica_strain_15E434,aerobe,group1
P2317,Schleiferilactobacillus_harbinensis_strain_M1,aerobe,group1
P2319,Segniliparus_rotundus_DSM_44985_strain_DSM_44985,aerobe,group2
P2321,Serinicoccus_marinus_DSM_15273_strain_DSM_15273,aerobe,group2
P2322,Serinicoccus_profundi_strain_CGMCC_45582,aerobe,group2
P2323,Serratia_liquefaciens_ATCC_27592_strain_ATCC_27592,aerobe,group2
P2324,Serratia_marcescens_,aerobe,group2
P2325,Serratia_nematodiphila_strain_DHS01,aerobe,group1
P2327,Serratia_ureilytica_strain_CC119,aerobe,group2
P2329,Shewanella_baltica_BA175_strain_BA175,aerobe,group2
P2333,Shewanella_litorisediminis_strain_SMK112,aerobe,group2
P2339,Shewanella_putrefaciens_200_strain_200,aerobe,group1
P2342,Shigella_flexneri_2003036_strain_2003036,aerobe,group1
P2343,Shigella_sonnei_strain_SE61,aerobe,group1
P2344,Sinorhizobium_fredii_NGR234_strain_NGR234,aerobe,group2
P2345,Sinorhizobium_meliloti_1021_strain_1021,aerobe,group1
P2350,Sphingobacterium_hotanense_strain_AMCC101218,aerobe,group1
P2351,Sphingobacterium_lactis_strain_DSM_22361,aerobe,group1
P2352,Sphingobacterium_multivorum_strain_BIGb0170,aerobe,group1
P2353,Sphingobacterium_psychroaquaticum_strain_SJ25,aerobe,group1
P2354,Sphingobacterium_siyangense_strain_PDNC006,aerobe,group1
P2355,Sphingobacterium_spiritivorum_strain_FDAARGOS_1144,aerobe,group2
P2356,Sphingobium_baderi_strain_DE13,aerobe,group2
P2357,Sphingobium_chlorophenolicum_L1_strain_L1,aerobe,group2
P2358,Sphingobium_cloacae_strain_JCM_10874,aerobe,group1
P2359,Sphingobium_fuliginis_ATCC_27551_strain_ATCC_27551,aerobe,group1
P2360,Sphingobium_herbicidovorans_strain_MH,aerobe,group1
P2361,Sphingobium_japonicum_UT26S_strain_UT26S,aerobe,group1
P2362,Sphingobium_phenoxybenzoativorans_strain_Tas13,aerobe,group1
P2363,Sphingomonas_alpina_strain_So646b,aerobe,group1
P2364,Sphingomonas_daechungensis_strain_KACC_18115,aerobe,group1
P2365,Sphingomonas_ginsengisoli_An_et_al_2013_strain_KACC_16858,aerobe,group2
P2366,Sphingomonas_hengshuiensis_strain_WHSC8,aerobe,group2
P2367,Sphingomonas_insulae_strain_KCTC_12872,aerobe,group1
P2368,Sphingomonas_lutea_strain_KCTC_23642,aerobe,group2
P2369,Sphingomonas_panacis_strain_DCY99,aerobe,group1
P2370,Sphingomonas_rhizophila_strain_KACC_19189,aerobe,group1
P2371,Sphingomonas_sediminicola_strain_KACC_15039,aerobe,group1
P2372,Sphingomonas_wittichii_RW1_strain_RW1,aerobe,group2
P2373,Sphingopyxis_alaskensis_RB2256_strain_RB2256,aerobe,group2
P2374,Sphingopyxis_granuli_strain_kusg,aerobe,group2
P2375,Sphingopyxis_lindanitolerans_strain_WS5A3p,aerobe,group1
P2377,Spiroplasma_cantharicola_strain_CC1,aerobe,group1
P2378,Spiroplasma_chinense_strain_CCH,aerobe,group1
P2379,Spiroplasma_chrysopicola_DF1_strain_DF1,aerobe,group1
P2380,Spiroplasma_citri_strain_BLH13,aerobe,group1
P2381,Spiroplasma_clarkii_strain_CN5,aerobe,group1
P2382,Spiroplasma_corruscae_strain_EC1,aerobe,group1
P2383,Spiroplasma_culicicola_AES1_strain_AES1,aerobe,group2
P2384,Spiroplasma_diminutum_CUAS1_strain_CUAS1,aerobe,group1
P2385,Spiroplasma_eriocheiris_CCTCC_M_207170_strain_CCTCC_M_207170,aerobe,group1
P2386,Spiroplasma_floricola_236_strain_236,aerobe,group1
P2387,Spiroplasma_gladiatoris_strain_TG1,aerobe,group1
P2388,Spiroplasma_helicoides_strain_TABS2,aerobe,group1
P2389,Spiroplasma_kunkelii_CR23x_strain_CR23x,aerobe,group1
P2390,Spiroplasma_litorale_strain_TN1,aerobe,group1
P2391,Spiroplasma_melliferum_strain_microbial,aerobe,group1
P2392,Spiroplasma_mirum_ATCC_29335_strain_ATCC_29335,aerobe,group1
P2393,Spiroplasma_monobiae_MQ1_strain_MQ1,aerobe,group1
P2394,Spiroplasma_phoeniceum_P40_strain_P40,aerobe,group1
P2395,Spiroplasma_syrphidicola_EA1_strain_EA1,aerobe,group1
P2396,Spiroplasma_tabanidicola_strain_TAUS1,aerobe,group1
P2397,Spiroplasma_taiwanense_CT1_strain_CT1,aerobe,group2
P2398,Spiroplasma_turonicum_strain_Tab4c,aerobe,group2
P2399,Spirosoma_pollinicola_strain_Ha7,aerobe,group1
P2401,Sporolactobacillus_terrae_strain_DLG3,aerobe,group2
P2402,Stackebrandtia_nassauensis_DSM_44728_strain_DSM_44728,aerobe,group1
P2404,Staphylococcus_argenteus_strain_58113,aerobe,group1
P2528,Staphylococcus_chromogenes_strain_1401,aerobe,group2
P2529,Staphylococcus_cohnii_,aerobe,group1
P2530,Staphylococcus_condimenti_strain_DSM_11674,aerobe,group1
P2531,Staphylococcus_equorum_strain_C2014,aerobe,group1
P2532,Staphylococcus_haemolyticus_,aerobe,group1
P2533,Staphylococcus_hominis_,aerobe,group1
P2534,Staphylococcus_kloosii_strain_ATCC_43959,aerobe,group1
P2535,Staphylococcus_lugdunensis_HKU0901_strain_HKU0901,aerobe,group1
P2536,Staphylococcus_lutrae_strain_ATCC_700373,aerobe,group1
P2537,Staphylococcus_muscae_strain_ATCC_49910,aerobe,group1
P2538,Staphylococcus_nepalensis_strain_JS1,aerobe,group1
P2541,Staphylococcus_pseudintermedius_E140_strain_E140,aerobe,group1
P2544,Staphylococcus_schleiferi_strain_136013,aerobe,group1
P2545,Staphylococcus_schweitzeri_strain_NCTC13712,aerobe,group1
P2548,Staphylococcus_simulans_,aerobe,group2
P2549,Staphylococcus_warneri_strain_221,aerobe,group1
P2550,Staphylococcus_xylosus_,aerobe,group2
P2551,Stenotrophomonas_acidaminiphila_strain_T018,aerobe,group1
P2552,Stenotrophomonas_indicatrix_strain_DAIF1,aerobe,group1
P2553,Stenotrophomonas_maltophilia_K279a_strain_K279a,aerobe,group2
P2554,Stenotrophomonas_nitritireducens_strain_2001,aerobe,group2
P2555,Stenotrophomonas_rhizophila_strain_DSM_14405,aerobe,group1
P2556,Streptobacillus_moniliformis_strain_FDAARGOS_310,aerobe,group2
P2572,Streptococcus_anginosus_C1051_strain_C1051,aerobe,group1
P2573,Streptococcus_australis_strain_NCTC13166,aerobe,group1
P2577,Streptococcus_constellatus_strain_FDAARGOS_1015,aerobe,group1
P2578,Streptococcus_cristatus_AS_13089_strain_AS_13089,aerobe,group1
P2579,Streptococcus_dysgalactiae_strain_FDAARGOS_1016,aerobe,group1
P2581,Streptococcus_equi_subsp_equi_4047_strain_4047,aerobe,group2
P2580,Streptococcus_equinus_strain_CNU_7723,aerobe,group1
P2583,Streptococcus_gallolyticus_strain_FDAARGOS_666,aerobe,group1
P2584,Streptococcus_gordonii_strain_FDAARGOS_1454,aerobe,group1
P2587,Streptococcus_infantarius_strain_FDAARGOS_1019,aerobe,group1
P2588,Streptococcus_iniae_strain_89353,aerobe,group1
P2589,Streptococcus_intermedius_B196_strain_B196,aerobe,group1
P2590,Streptococcus_lactarius_strain_CCUG_66490,aerobe,group1
P2592,Streptococcus_merionis_strain_NCTC13788,aerobe,group1
P2593,Streptococcus_mitis_B6_strain_B6,aerobe,group1
P2594,Streptococcus_mutans_B04Sm5_strain_B04Sm5,aerobe,group1
P2595,Streptococcus_oralis_ATCC_35037_strain_NCTC_11427,aerobe,group1
P2597,Streptococcus_parasanguinis_ATCC_15912_strain_ATCC_15912,aerobe,group1
P2598,Streptococcus_parasuis_strain_BS26,aerobe,group1
P2599,Streptococcus_parauberis_NCFD_2020_strain_NCFD_2020,aerobe,group1
P2600,Streptococcus_pasteurianus_ATCC_43144_strain_ATCC_43144,aerobe,group1
P2601,Streptococcus_pluranimalium_strain_14A0014,aerobe,group1
P2602,Streptococcus_pneumoniae_6706B_strain_6706B,aerobe,group2
P2603,Streptococcus_porcinus_strain_Colony573,aerobe,group1
P2604,Streptococcus_pseudopneumoniae_IS7493_strain_IS7493,aerobe,group1
P2605,Streptococcus_pseudoporcinus_strain_NCTC10228,aerobe,group2
P2606,Streptococcus_pyogenes_A20_strain_A20,aerobe,group1
P2607,Streptococcus_ratti_strain_ATCC_31377,aerobe,group1
P2609,Streptococcus_ruminantium_strain_GUT187,aerobe,group1
P2610,Streptococcus_salivarius_CCHSS3_strain_CCHSS3,aerobe,group1
P2611,Streptococcus_sanguinis_SK36_strain_SK36,aerobe,group1
P2612,Streptococcus_sobrinus_strain_10919,aerobe,group2
P2643,Streptococcus_thermophilus_,aerobe,group1
P2644,Streptococcus_troglodytae_strain_TKU_31,aerobe,group1
P2645,Streptococcus_uberis_0140J_strain_0140J,aerobe,group2
P2646,Streptococcus_urinalis_strain_NCTC13766,aerobe,group1
P2647,Streptococcus_vestibularis_strain_NCTC12167,aerobe,group1
P2648,Streptomyces_alfalfae_strain_ACCC40021,aerobe,group2
P2649,Streptomyces_avermitilis_MA4680___NBRC_14893_strain_MA4680,aerobe,group1
P2650,Streptomyces_capitiformicae_strain_1HSSA4,aerobe,group2
P2651,Streptomyces_davaonensis_JCM_4913_strain_JCM_4913,aerobe,group1
P2652,Streptomyces_koyangensis_strain_SCSIO_5802,aerobe,group1
P2653,Streptomyces_spongiicola_strain_HNM0071,aerobe,group2
P2654,Streptomyces_vietnamensis_strain_GIMV40001,aerobe,group1
P2655,Streptomyces_viridosporus_T7A_strain_ATCC_39115,aerobe,group1
P2656,Streptomyces_xiamenensis_strain_MCCC_1A01550,aerobe,group2
P2657,Streptomyces_xinghaiensis_S187_strain_S187,aerobe,group2
P2658,Streptosporangium_roseum_DSM_43021_strain_DSM_43021,aerobe,group2
P2684,Tatlockia_micdadei_strain_NZ2015,aerobe,group1
P2685,Tatumella_citrea_strain_DSM_13699,aerobe,group2
P2686,Taylorella_equigenitalis_ATCC_35865_strain_ATCC_35865,aerobe,group2
P2687,Tenacibaculum_jejuense_strain_KCTC_22618_T_,aerobe,group1
P2688,Tenacibaculum_maritimum_NCIMB_2154_,aerobe,group2
P2689,Tenacibaculum_todarodis_strain_LPB0136,aerobe,group2
P2690,Teredinibacter_turnerae_T7901_strain_T7901,aerobe,group1
P2691,Terribacillus_goriensis_strain_MP602,aerobe,group1
P2692,Terriglobus_saanensis_SP1PR4_strain_SP1PR4,aerobe,group1
P2694,Tessaracoccus_flavus_strain_RP1,aerobe,group1
P2695,Tetragenococcus_halophilus_strain_KUD23,aerobe,group1
P2696,Tetragenococcus_koreensis_strain_KCTC_3924,aerobe,group2
P2697,Tetragenococcus_osmophilus_strain_JCM_31126,aerobe,group1
P2698,Thalassolituus_oleivorans_R615_strain_R615,aerobe,group1
P2699,Thalassospira_marina_strain_CSC3H3,aerobe,group1
P2702,Thauera_chlorobenzoica_strain_3CB1,aerobe,group1
P2705,Thermaerobacter_marianensis_DSM_12885_strain_DSM_12885,aerobe,group1
P2719,Thermobaculum_terrenum_ATCC_BAA798_strain_ATCC_BAA798,aerobe,group1
P2720,Thermobifida_fusca_YX_strain_YX,aerobe,group2
P2721,Thermobispora_bispora_DSM_43833_strain_DSM_43833,aerobe,group1
P2724,Thermocrinis_albus_DSM_14484_strain_DSM_14484,aerobe,group2
P2727,Thermomicrobium_roseum_DSM_5159_strain_DSM_5159,aerobe,group1
P2728,Thermomonospora_curvata_DSM_43183_strain_DSM_43183,aerobe,group1
P2739,Thioalkalivibrio_sulfidiphilus_HLEbGr7_strain_HLEbGR7,aerobe,group1
P2741,Thioclava_nitratireducens_strain_25B10_4,aerobe,group1
P2742,Thiohalobacter_thiocyanaticus_strain_FOKN1,aerobe,group2
P2743,Thiomicrospira_cyclica_ALM1_strain_ALM1,aerobe,group2
P2744,Thiomonas_intermedia_strain_ATCC_15466,aerobe,group1
P2758,Trichodesmium_erythraeum_IMS101_strain_IMS101,aerobe,group1
P2759,Tropheryma_whipplei_TW08_27,aerobe,group2
P2760,Truepera_radiovictrix_DSM_17093_strain_DSM_17093,aerobe,group2
P2767,Tsukamurella_tyrosinosolvens_strain_MH1,aerobe,group1
P2773,Ureibacillus_thermosphaericus_strain_A1,aerobe,group1
P2776,Variovorax_paradoxus_EPS_strain_EPS,aerobe,group1
P2781,Vibrio_anguillarum_775_strain_775,aerobe,group1
P2785,Vibrio_chagasii_strain_ECSMB14107,aerobe,group1
P2803,Vibrio_cyclitrophicus_strain_ECSMB14105,aerobe,group1
P2806,Vibrio_gazogenes_strain_ATCC_43942,aerobe,group1
P2808,Vibrio_kanaloae_strain_R17,aerobe,group1
P2811,Vibrio_mimicus_strain_062455,aerobe,group1
P2815,Vibrio_ponticus_strain_DSM_16217,aerobe,group2
P2821,Virgibacillus_necropolis_strain_LMG_19488,aerobe,group2
P2823,Virgibacillus_phasianinus_strain_LM2416,aerobe,group1
P2824,Weeksella_virosa_strain_NCTC11634,aerobe,group2
P2825,Weissella_ceti_strain_WS08,aerobe,group2
P2826,Weissella_cibaria_strain_BM2,aerobe,group1
P2827,Weissella_confusa_strain_N17,aerobe,group1
P2828,Weissella_diestrammenae_strain_KACC_16890,aerobe,group1
P2829,Weissella_hellenica_strain_091642,aerobe,group1
P2836,Winogradskyella_sediminis_strain_RHA_55,aerobe,group1
P2837,Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_strain_wPip,aerobe,group1
P2839,Xanthomonas_campestris_pv_badrii_strain_NEB122,aerobe,group2
P2840,Xanthomonas_citri_pv_citri_str_306_strain_306,aerobe,group1
P2841,Xanthomonas_fragariae_,aerobe,group2
P2843,Xylanimonas_cellulosilytica_DSM_15894_strain_DSM_15894,aerobe,group1
P2844,Xylella_fastidiosa_9a5c_strain_9a5c,aerobe,group1
P2845,Yersinia_bercovieri_ATCC_43970_strain_ATCC_43970,aerobe,group1
P2850,Yersinia_entomophaga_strain_MH96,aerobe,group1
P2851,Yersinia_frederiksenii_strain_FDAARGOS_418,aerobe,group1
P2852,Yersinia_massiliensis_strain_2011N4075,aerobe,group2
P2853,Yersinia_pestis_1045_strain_1045,aerobe,group1
P2854,Yersinia_pseudotuberculosis_,aerobe,group1
P2855,Yersinia_similis_strain_Y_sim_228,aerobe,group2
P2856,Zunongwangia_profunda_SMA87_strain_SMA87,aerobe,group1
